Unnamed: 0,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
1299,Bermuda Camuflada Poly  Ripstop  6 Bolsos Safo Número Maior,,,,safo,poly rip stop,Masculino,não definido,,,,2,,,,,,685,128,1,2.0,0.002273760800363802,0.002273760800363802
1300,Óculos De Sol Bebê Com Alça Ajustável Proteção Uva Uvb Buba,5.0,32.0,20.0,buba,,Bebês,não definido,,Ficou o máximo no meu bebê!.,Produto excelente.,+100,,0.9999999999999999,0.0034156015866020272,0.24590163934426232,,150,178,1,100.0,0.004547521600727604,
1301,Kit Roupa Uniforme Ballet  - Collant + Casaco + Saia,,,,stelariss figurinos e confecções,,Feminino,não definido,,,,+5,,,,,,735,178,1,5.0,0.0018190086402910413,
1302,1 Conjunto Top E Short Liso Mesclado Roupas Feminina Academi,,,16.0,akorio,poliéster,Feminino,primavera/verão,,,,+50,41.19,,,0.18032786885245902,0.05168650455305071,21,122,7,50.0,0.004547521600727604,0.11732605729877217
1303,Calça De Ração Oxford Umbanda Candomblé,3.4,12.0,,meu caboclo,microfibra premium,Masculino,primavera/verão,"Produto de péssima qualidade, não compre , não vale nada.","Muito transparente ,no demais é bem feita.","Produto abriu a costura no mesmo dia só de se ajoelhar no chão, achei que o tecido seria mais resistente.",+100,35.9,0.40740740740740733,0.0012119876597620099,,0.042665666246035266,510,103,7,100.0,0.0009095043201455207,0.0009095043201455207
1304,Kit 6 Saquinho Embalagem E Organizador Maternidade Biramar,,,,biramar baby,,Bebês,não definido,,,,+5,,,,,,131,178,1,5.0,0.00045475216007276033,
1305,Kit 3 Short Jeans Feminino Cintura Alta Com Lycra Modelador,4.4,8.0,18.0,menina linda,algodão,Feminino,primavera/verão,Muito bom só que tem que comprar tamanho maior do que o de costume.,Comprei 3 da mesma numeração e vieram de tamanhos completamente diferentes.,Uma pequena média grande.,+5,149.17,0.777777777777778,0.0007712648743940062,0.21311475409836064,0.23582074281231882,509,25,7,5.0,0.010004547521600727,0.17644383810823103
1306,Conjunto Kit Blusa E Calça Moletom Infantil Sti-tch Sentado,,,,cmr confecções,,Sem gênero infantil,não definido,,,,+5,89.99,,,,0.13490331161965827,191,178,1,5.0,0.00045475216007276033,
1307,Vestido Curto Estampado Selva Doce Vermelho Farm,,,5.0,farm,100% viscose,Feminino,outono/inverno,,,,Nenhum,398.1,,,0.0,0.6603117219740119,292,2,3,0.0,0.00045475216007276033,0.00045475216007276033
1308,Calça Feminina Cintura Alta Conclusão Jeans Levanta Bumbum,4.0,18.0,,stillger,"sarja,jeans,algodao",Feminino,primavera/verão,"Produto bom, tecido leve,mas infelizmente veio um pouco descosturado.","Achei que desbotar um pouco depois que lavei, e cedeu também. Mas o custo-benefício é excelente, comprei pra trabalhar e vou comprar a outra cor também.","Desbota a cor na primeira lavagem , assim como aumenta o tamanho.",+100,52.99,0.6296296296296297,0.001873071837814015,,0.07180860134374681,736,142,7,100.0,0.03274215552523874,0.00045475216007276033
1309,Kit 2 Short Feminino Plus Size Lançamento Verão Roupa Mulher,,,35.0,colbacho,algodão,Feminino,primavera/verão,,,,1,92.25,,,0.4918032786885247,0.13875720473380854,192,25,7,1.0,0.005457025920873124,0.17644383810823103
1310,Body Temático Ursinho Pooh Roupa Bebê Mesversário Envio 24h,4.8,98.0,,não definido,,Bebês,não definido,"Ficou perfeito, muito confortável. Ele não desbotou ou manchou, mas na primeira lavem sai tinta amarela. Amei!!!.",,Muito lindo! como na foto.,+1000,22.9,0.9259259259259259,0.010687527545174085,,0.020497254527471778,575,178,1,1000.0,0.010459299681673489,
1311,"Necessaire Conjunto Viagens, Roupas 6 Peças Pequeno Grande",,,,necessaire vfk,náilon,Sem gênero,não definido,,,,+5,,,,,,562,110,1,5.0,0.00045475216007276033,0.005457025920873124
1312,"Termocolante De Time Real Madrid Com 10, Times Futebol",,,6.0,lika loka,,,não definido,,,,+5,29.19,,,0.01639344262295081,0.031223355274376727,441,178,1,5.0,0.0036380172805820826,
1313,Short De Moletom Feminino Asics Básico,,,46.0,asics lic,algodão,Feminino,outono/inverno,,,,2,149.99,,,0.6721311475409837,0.23721905801302826,58,25,3,2.0,0.00045475216007276033,0.17644383810823103
1314,Calça Levis 511 Slim Original Masculina Importada Lançamento,4.7,18.0,,levi's,algodão,Masculino,primavera/verão,"Otimo , calca linda , tivesse mais cores compraria mais.",Uma das melhores compras que já fiz no ml… estão de parabéns!!!.,Top.,+100,369.99,0.888888888888889,0.001873071837814015,,0.6123767947887181,436,25,7,100.0,0.009095043201455207,0.17644383810823103
1315,Pijama Masculino Curto Malha Fria Confortável Para O Verão,,,45.0,brio galleria,malha fria suave ao toque,Masculino,primavera/verão,,,,3,107.34,,,0.6557377049180328,0.16448961495174108,147,91,7,3.0,0.00045475216007276033,0.00045475216007276033
1316,Kit 6 Peças Moletom Menina Infantil Inverno Atacado Barato,4.3,311.0,,cleomara,moletom,Meninas,não definido,"Pensa em algo fino? multiplica x 2!.
Rss.","O tecido e muito bom só a costura que deixa a desejar pois comprei 3conjuntos para minha filha usar na escola e duas calças abriram um rasco na costura entre as pernas,costura muito fraca infelizmente.",O produto muito inferior é as estampas não vieram as que comprei a qualidade não é boa.,+1000,99.8,0.7407407407407406,0.034156015866020274,,0.15163193615497425,187,107,1,1000.0,0.0009095043201455207,0.002728512960436562
1317,Kit Short Masculino Bermudas Academia Exercícios Esporte,4.5,4.0,,canario,moletinho,Masculino,primavera/verão,Gostei é bom.,Vale a pena.,,+25,146.5,0.8148148148148148,0.0003305420890260027,,0.23126769209781387,170,106,7,25.0,0.010004547521600727,0.007276034561164165
1318,Kit Luvinha Bebê Recem Nascido 2 Pares Branco + 2 Pares Rosa,4.8,20.0,,minhalojaup,,Bebês,não definido,Perfeito.,Lindas ameii.,,+100,25.98,0.9259259259259259,0.0020934332304980165,,0.025749462842331438,519,178,1,100.0,0.001364256480218281,
1319,Calça Térmica Segunda Pele Inverno Extremo Viagens Esportes,4.7,104.0,,roupas térmicas 22 anos,segunda pele térmica frio,Masculino,outono/inverno,"Muito aqui na bahia está indo bem a proteção térmica, final do mês vou testar em são paulo no frio.","Eu comprei para o meu namorado. Ele adorou. O tamanho deu certinho e a calça cumpre o que promete, ajuda muito a esquentar no friozão.","Ficou bem justo , achei que iria ficar pequeno. Entretanto o produto parece ser de ótima qualidade. Usarei para meus treinos ! abraço.",+1000,59.9,0.888888888888889,0.011348611723226092,,0.08359196480338324,676,144,3,1000.0,0.0009095043201455207,0.00045475216007276033
1320,Top Fitness Um Ombro Só Bojo Removível Roupa De Academia,,,,liz,suplex,Feminino,não definido,,,,4,,,,,,444,151,1,4.0,0.00045475216007276033,0.010459299681673489
1321,Short Masculino Tactel Estampado Com Bolsos Moda Praia Verão,,,,relaxado,poliéster,Masculino,primavera/verão,,,,+5,47.9,,,,0.06312881552470925,650,122,7,5.0,0.01182355616189177,0.11732605729877217
1322,Kit C/ 2faixas + Extensor De Calça Para Gestante - Roupa,4.3,93.0,9.0,sulebe,,Feminino,não definido,"Comprei primeiro tamanho g, é grandeeeee mesmo, depois pedi a p, aí ficou ótima. São excelentes pra usar as calças de trabalhar, jeans e bermuda. Estou conseguindo aproveitar tudo por enquanto. Quero comprar mais, pois elas vão desgastando a elasticidade. Super recomendo.",Minha medida antes da gestacao era m. Comprei as faixas g por achei que ficariam na medida. Mas elas são maiores do que imaginei. Vou apertar! mas sao otimas e muito uteis !.,"Muito bom! se você usava m antes da gravidez ( tipo uns 38/40) recomendo o de tam pequeno, pois como ele estica fica bem justinho e firmado, comprei no fim do primeiro trimestre e o pequeno ainda estava um pouquinho largo mas agora esta ficando mais firme e beeem melhor!.",+1000,64.24,0.7407407407407406,0.010136624063464082,0.06557377049180327,0.09099280379250367,741,178,1,1000.0,0.001364256480218281,
1323,Roupa Infantil Para Casamento Masculino Pajem Premium C001,,,,"conjunto bebê aniversário,conjunto bebê casamento,conjunto bebê apresentação, conjunto bebê formatura,conjunto bebê cerimônia,roupa social menino casamento, roupa social infantil",,Meninos,não definido,,,,+25,144.9,,,,0.22853927219399067,199,178,1,25.0,0.00045475216007276033,
1324,Calça Masculina Chino Alfaiataria Slim Reta Leve Confortável,,,,kani store,sarja com elastano,Masculino,outono/inverno,,,,+25,122.61,,,,0.19052897240885375,404,140,3,25.0,0.00045475216007276033,0.00045475216007276033
1325,Roupa Juvenil Infantil Bermudas Menina Cotton Promoçao,5.0,3.0,6.0,boca grande,algodão,Meninas,primavera-verão,"Não desbotou, não encolheu. Super confortável e custoxbenefício excelente.",Minha filha amou ficou perfeita.,,+25,33.95,0.9999999999999999,0.0002203613926840018,0.01639344262295081,0.03934040448825074,136,25,4,25.0,0.00045475216007276033,0.17644383810823103
1326,Calcinha Bunda Rica Infantil Bebê Tapa Fraldas Presente 10un,4.7,105.0,,mimos da babi,,Bebês,não definido,"As calcinhas são lindas e cobrem bem toda a fralda. Estou dando 4 estrelas, apenas pq solta linhas com muita facilidade, mesmo antes da primeira lavada.","Eexcelente produto, igual a foto e chega rápido.",Amei o produto ! só não fiquei 100% satisfeita pq não veio a preta. Mas são boas as calcinhas.,+1000,129.9,0.888888888888889,0.011458792419568093,,0.2029603355956482,517,178,1,1000.0,0.00045475216007276033,
1327,Kit 5 Conjunto Menino Roupa Infantil Atacado Mais Qualidade,3.9,52.0,30.0,imperio kids,,Meninos,não definido,"Produto de péssima qualidade, tecido fino, golas das camisas tortas, nenhum shorte era de moleton, as peças que veio nenhuma era exibida na publicação, não comprem não presta.",Muito boas pelo preço.,Veio 2 camisa com manchas.,+100,155.13,0.5925925925925927,0.005619215513442045,0.4098360655737705,0.24598410695406023,364,178,1,100.0,0.008640291041382447,
1328,Kit Collant Meia Manga Ballet Balé Bailarina  6peças C/bolsa,4.7,165.0,12.0,stelariss figurinos,,Feminino,não definido,,Gostei! comprei tam 12 pra minha filha de 9 anos ela e magra e alta e ficou certinho.,"Produto de excelente qualidade e bonito,veio com cheirinho de chicletes,comprei o tam8 para minha filha de 5anos que é magrinha e comprida e ficou bem a conta, acredito que o tam 10 teria ficado melhor.",+500,134.71,0.888888888888889,0.018069634200088145,0.11475409836065573,0.21116264793151668,734,178,1,,0.004547521600727604,
1329,Kit 2 Bermudas Fitness Tapa Bumbum Roupa Feminina Academia,,,30.0,própria,poliéster,Feminino,primavera/verão,,,,1,78.29,,,0.4098360655737705,0.11495174107295114,633,122,7,1.0,0.010004547521600727,0.11732605729877217
1330,Calça Jeans Super Lipo Feminina Azul Sawary,4.6,18.0,38.0,sawary,algodão,Feminino,outono/inverno,Calça maravilhosa. Só a perna que é um pouquinho larga. Mas eu gostei assim mesmo.,"Eu gostei, a cor tecido veio igual publicação, tamanho mesmo que eu já uso. Adorei.",Produto de ótima qualidade.,+100,183.99,0.8518518518518517,0.001873071837814015,0.5409836065573771,0.2951979809692712,692,25,3,100.0,0.0068212824010914054,0.17644383810823103
1331,Kit 12 Peças  Roupa Infantil Menino Atacado Verão Masculino,,,14.0,a.c kids,,Masculino,não definido,,,,+5,149.91,,,0.14754098360655737,0.23708263701783708,5,178,1,5.0,0.00045475216007276033,
1332,1 Body Bebê Infantil  Mês Aniversário Qualquer Tema Com Nome,,,11.0,baby fashion,,Bebês,primavera/verão,,,,+5,24.6,,,0.09836065573770492,0.02339620067528393,83,178,7,5.0,0.001364256480218281,
1333,Kit 2 Bermudas Roupas Plus Size Feminina Lycra Elástico Top,4.6,62.0,,multimarcas,algodão,Feminino,primavera/verão,Ameiii.,"Gostei muito das bermudas,tecido jeans macio. Só recomendo comprar número certo,pois da uma certa lacrada.","Eu visto 48 mas pedi tamanho 50 e ficou super confortável,eu amei ,vesti muito bem. Eu recomendo que peçam um número a mais do que veste.",+100,127.99,0.8518518518518517,0.006721022476862053,,0.19970328433545922,543,25,7,100.0,0.01182355616189177,0.17644383810823103
1334,Kit 6 Cuecas Slip Infantil Basic Em Algodão Original Mash,,,15.0,mash,algodão,Meninos,primavera/verão,,,,Nenhum,64.9,,,0.1639344262295082,0.09211827700283075,494,25,7,0.0,0.010914051841746248,0.17644383810823103
1335,Kit De 3 Calça Jeans Feminina Skinny Cintura Alta Com Lycra,4.1,170.0,6.0,menina linda,jeans,Feminino,outono/inverno,"Não serviu nenhum tamanho vieram na medida de 36 e 38.
Sao lindas mais o tamanho e muito pequeno e para quem veste tamanho 36 e 38.","As calças são lindas , porém duas serviu e uma ficou pequena.","Produto com ótima qualidade,os tamanhos mesmo todas sendo 40 tem uma variação de tamanho. Imagino que por causa do corte. Mas todas serviram. Amei!.",+500,179.19,0.6666666666666666,0.018620537681798152,0.01639344262295081,0.2870127212578016,509,75,3,,0.010004547521600727,0.030013642564802184
1336,Conjunto Para Detetização Proteção Quimica Epi,4.3,33.0,10.0,brascamp,,Masculino,não definido,Bom.,Não usei aindaporem parece bom o produto.,Muito bom.,+500,145.5,0.7407407407407406,0.0035257822829440283,0.0819672131147541,0.22956242965792437,142,178,1,,0.0009095043201455207,
1337,Bermuda Militar Tática 8 Bolsos Rip Stop  Cargo Camufladas,,,,use tático,poliéster,Masculino,não definido,,,,2,148.88,,,,0.23532621670475087,792,122,1,2.0,0.001364256480218281,0.11732605729877217
1338,Véu Chiffon Estampado Preto Bolinhas Brancas Dança Do Ventre,4.0,1.0,,atelier patrícia cavalcante,,Sem gênero,não definido,O produto corresponde as expectativas. A observação que percebi que não é interessante ao véu ter verso e ele tem….,,,+5,,0.6296296296296297,0.0,,,68,178,1,5.0,0.00045475216007276033,
1339,Kit 2 Body Fantasia Mesversário Temático Goku Naruto,,,,gsp kids,,Bebês,outono/inverno,,,,+5,,,,,,345,178,3,5.0,0.002273760800363802,
1340,Calça Masculina Esportiva Slim Jogger Zíper Na Barra,4.5,6.0,10.0,tactel slim calça ziper,poliéster,Masculino,outono/inverno,Sou bem magrinho por isso ficou um pouco largo mas é bom para quem quer um tecido bem molinho e fino para praticar esportes a cor é bonita também.,Muito bom.,,+50,59.91,0.8148148148148148,0.0005509034817100045,0.0819672131147541,0.08360901742778214,748,122,3,50.0,0.0018190086402910413,0.11732605729877217
1341,Short Masculino Malha Plana Aeroready adidas,4.8,14.0,5.0,adidas,poliéster,Masculino,não definido,"Muito bom, comprarei novamente e original.",Excepcional!!!.,Produto de excelente qualidade.,+100,129.99,0.9259259259259259,0.0014323490524460116,0.0,0.20311380921523825,13,122,1,100.0,0.010914051841746248,0.11732605729877217
1342,Kit 9 Cuecas Lupo Slip Masculino Algodão Adulto Original,4.5,11.0,24.0,lupo,algodão,Masculino,outono/inverno,"Produto muito bom.
Mas pedi gg. Lá fala q vai até o número 52.
Eu uso 46 e mesmo assim ficou pqn.
Uma pena.","Excelente produto, só compro essa marca pela qualidade e durabilidade!.","Costura boa, tecido confortável, até o momento nada a reclamar, produto de qualidade.",+50,229.64,0.8148148148148148,0.0011018069634200088,0.3114754098360656,0.3730432113502268,463,25,3,50.0,0.04229195088676671,0.17644383810823103
1343,"Kit Com 4 Short Para Usar Embaixo Da Roupa, Vestido, Saia",4.2,88.0,11.0,silvest lingerie,poliéster,Feminino,primavera/verão,Estou dando 5 estrelas em todos pq tudo que compro no mercado livre e ótimo.,São só fino mais serve pra usar não esquenta sao fresquinho.,"Não veio como na foto.
É minúsculo!.
O tamanho eg adulto doei para uma criança de 9 anos.
O cumprimento das coxas veio errado! na foto mostra uma coisa e veio com 3 dedos !.
Não gostei!.",+1000,57.93,0.7037037037037038,0.009585720581754076,0.09836065573770492,0.08023259779680093,719,122,7,1000.0,0.002273760800363802,0.11732605729877217
1344,Organizador Necessaire Mala Kit 6 Pratico Look Roupas Viagem,4.4,361.0,13.0,genérica,náilon,Sem gênero,não definido,"Os necessers são bacanas , ótimo para organizar a mala. Mas veio com problema no zíper em um, outro veio com o zíper sem abrir todo, e em um kit veio faltando uma necesser.","Produto útil mas extremamente frágil. Comprei 2 kits, um deles veio com um dos itens com o zíper estragado. No outro kit, dois itens rasgaram na costura, mesmo sendo manuseado com cuidado e não estando totalmente cheios.","Perfeito, já sobreviveu a duas viagens sem danos.",+5mil,39.71,0.777777777777778,0.03966505068312032,0.13114754098360656,0.04916271614201426,327,110,1,,0.009549795361527967,0.005457025920873124
1345,Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,4.2,621.0,5.0,lupo,algodão 95%,Masculino,2021,"Horrível, não são originais, tecido áspero, tamanho não veste bem.","Produto de boa qualidade, compraria novamente. Satisfeita.",Excelente fica justinha no corpo bom material.,+1000,179.9,0.7037037037037038,0.06831203173204055,0.0,0.28822345759012313,463,27,0,1000.0,0.04229195088676671,0.0036380172805820826
1346,Tapa Bumbum Saia Slin Fitness Praia Casual,4.6,114.0,,element fit,,Feminino,não definido,"Não peguem o pequeno! peguem o grande que não é tão grande assim. P menor vai te servir se vc tiver até 10 anos. Fora o tamanho que não é tão grande como diz, é bom, faz a função de tapar o bumbum.","Produto muito bom tecido ótimo leve , só achei pra gg muito pequena.","Gostei do tecido, serve bastante pra quando estiver naqueles dias não é tão fino assim.",+1000,34.2,0.8518518518518517,0.0124504186866461,,0.039766720098223116,258,178,1,1000.0,0.00045475216007276033,
1347,Calça 3d Fitness Legging Cirrê Academia Pronta Entrega,,,,r.moda,poliamida,Feminino,não definido,,,,+5,,,,,,643,116,1,5.0,0.00045475216007276033,0.019554342883128694
1348,Bermuda Masculina Brim Sarja Muito Barata Em Varias Cores,,,,estilo de roupas,algodão,Masculino,não definido,,,,+5,41.99,,,,0.05305071450496232,271,25,1,5.0,0.001364256480218281,0.17644383810823103
1349,Calça Jeans Forum Paul Slim In23 Azul Claro Masculino,,,,forum,tecido,Masculino,outono/inverno,,,,1,357.9,,,,0.5917601718904539,309,157,3,1.0,0.00045475216007276033,0.005457025920873124
1350,Roupa Social Casamento Festa Infantil Menino Com Gravata,5.0,2.0,,irkids,,Bebês,não definido,"Achei lindo de mais, compraria de novo.",,,+5,139.98,0.9999999999999999,0.00011018069634200089,,0.22014938098973433,376,178,1,5.0,0.00045475216007276033,
1351,Roupas Femininas Shorts Jeans Plus Size C/ Lycra 34 Ao 54,4.8,48.0,,fabricação propria,jean,Feminino,primavera/verão,"Confortável e um ótimo material, caiu muito bem no meu corpo! pedi um número a mais pq gosto de shorts bem larguinho na frente e atrás! visto 48 pedi 52.",Lindo amei no meu corpo e super confortável peguei um n maior para ficar mais larguinho não gosto d nada me incomodando.,"Eu pedi uma numeração maior do que costumo usar mesmo assim ficou apertado. Achei o ziper bem fraco tb, logo vai estourar. Mas resolvi ficar com ele pq achei bonito e pretendo emagrecer. Rss. O tecido é ótimo.",+500,67.9,0.9259259259259259,0.005178492728074042,,0.09723406432249924,285,74,7,,0.00045475216007276033,0.02546612096407458
1352,Roupa Completa Conjunto Apicultor Pra Tirar Abelhas Mel,4.2,385.0,10.0,pérola,brim 100% algodão,Sem gênero,não definido,"E um produto ótimo adorei fiquei muito confortável dentro dela quando experimentei , mas não usei pra trabalho ainda as abelhas foram embora eu ia fazer o resgate do exame kkkkkkkkkk.","Ótimo material, enteegou super rápido, única observação que queria deixar é que o zíper poderia ser maior pra não dá tanto trabalho na hora de vestir.",Comprei duas uma vei certo a outra veio com defeito na costura um buraco na perna faltou um controle de qualidade.,+5mil,151.7,0.7037037037037038,0.04230938739532834,0.0819672131147541,0.24013505678523925,637,46,1,,0.004092769440654843,0.009095043201455207
1353,Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,Muito bom o macacão. Consegui retirar as vespas sem problemas. Fica bem fechado. Nem foi necessário fechar botas e luvas com fita. É bem resistente e vai durar bastante tempo.,Ficou ótimo perfeito.,Beleza tudo ok muito boa.,+1000,203.88,0.7407407407407406,0.019501983252534157,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.007730786721236926,0.009095043201455207
1354,Kit 5 Camisetas Dry  Fit Anti Suor - Linha Premium Uv 889,4.3,1017.0,6.0,caminhada cross fit pilates,,Sem gênero,não definido,"Tamanho ficou perfeito.
Tecido frio e costura bem acabada.
Qualidade muito boa.",Pouco maior do que o normal p/ o tamanho m.,"Camisetas confortáveis,ótimo custo benefício e tecido leve,com 1,80m de altura peguei tamanho gg pra não ficarem justas,e gostei do tamanho.",+5mil,123.08,0.7407407407407406,0.1119435874834729,0.01639344262295081,0.1913304457556018,165,178,1,,0.0036380172805820826,
