Unnamed: 0,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
469,Kit Ballet Infantil 7 Itens Uniforme Bale Rosa,4.9,75.0,,giovanna ballet,,Feminino,não definido,,"Minha menina tem 4 anos, peguei tamanho 10 ficou maravilhoso e o sapatinho 29. Amei tudo.","Doida p vê nela, perfeita😍😍😍.",+100,129.9,0.9629629629629631,0.008153371529308066,,0.2029603355956482,330,178,1,100.0,0.005911778080945885,
470,Short Praia Masculino Mauricinho Bermuda Tactel Academia Top,4.2,9.0,,rebel cat,elastano,Masculino,primavera/verão,Bom.,"Muito bom, o produto me surpreendeu.",Gostei.,+100,49.97,0.7037037037037038,0.0008814455707360071,,0.06665870877528052,647,62,7,100.0,0.008640291041382447,0.004547521600727604
471,Calça Jeans Consciência Wide Loose Com Aplic 22846,5.0,1.0,10.0,consciência,algodão orgânico,Feminino,outono/inverno,"Já tinha uma calça desta, porém era número 42, que queria bem larga, mas como comprei outro modelo número 40 e ficou ótima, resolvi comprar este modelo no 40 tbm, que é um número maior que o que visto (38). Calça perfeita, linda demais, jeans confortável e veste super bem! a outra eu lavei na mão, pq as pedrinhas podem soltar (e soltam msm se não tiver cuidado), mas vale a pena demais! o modelo não é wide leg, mas ainda assim é super confortável. Estou apaixonada pelas peças desta marca. Apenas comprem.
Pra quem é mais alta, cuidado com o cumprimento, tenho 1,72 e o número 40 fica ideal no cumprimento é mais larguinha, creio que a 38 fica curta.",,,2,219.99,0.9999999999999999,0.0,0.0819672131147541,0.35658742880529315,203,33,3,2.0,0.002273760800363802,0.004547521600727604
472,Roupa Bolofofos Menino Conjunto Temático Infantil Bolofofo,4.6,49.0,5.0,toka do kadu,,Meninos,não definido,Eu tô apaixonada meu filho amou a roupinha.,E bonito a qualidade do tecido não é grandes coisas mais ficou bem bonito na festa de 1 ano do meu filho.,"A roupa é linda, gostei bastante porém veio com um pouco de defeito na costura perto da gola no pescoço, mais em fim podem comprar sem medo.",+100,38.04,0.8518518518518517,0.005288673424416042,0.0,0.0463149278673988,769,178,1,100.0,0.0009095043201455207,
473,Macacão Menina Com Turbante,4.6,48.0,10.0,nika baby,,Bebês,não definido,Muito lindo e ótima qualidade! só vou precisar de um tutorial pra dar o nó do turbante pq sou uma negação com nós! kkk.,,O molde do macacão é enorme. É bem largo na lateral. Diferente do padrão de modelagem das demais marcas de roupa para bebê!.,+500,49.91,0.8518518518518517,0.005178492728074042,0.0819672131147541,0.06655639302888715,568,178,1,,0.0036380172805820826,
474,Bermuda Jeans Stretch Lycra Masculina Plus Size 58 Ao 62,4.5,10.0,7.0,exposição paulista,algodão,Masculino,primavera/verão,"Não comprei errado,mas cuidado devesse comprar dois números maior,a confecção e pequena.
Gostaria de mais opções.",Mercadoria excelente.,Ótimo produto.,+100,78.46,0.8148148148148148,0.000991626267078008,0.032786885245901634,0.11524163568773235,280,25,7,100.0,0.001364256480218281,0.17644383810823103
475,Roupa Feminina 3pçs Umbanda Candomblé Branco Ojá+saia+bata,4.8,25.0,,fenix roupas afro religiosas,,Feminino,não definido,Fantástico.,"Amei , acabamento perfeito.",Eu gostei muito❤️.,+100,,0.9259259259259259,0.002644336712208021,,,296,178,1,100.0,0.002728512960436562,
476,Calça Feminina Com Cinto Bengaline Cintura Alta Com Bolso,,,,roupa feminina,bengaline,Feminino,outono/inverno,,,,+5,49.49,,,,0.06584018280413356,663,41,3,5.0,0.0018190086402910413,0.0036380172805820826
477,Collant Colan Body Ballet Balé Uniforme - Regata,4.2,10.0,10.0,stelariss figurinos,,,não definido,"A modelagem é básica mas funciona muito bem, o tecido do body branco é fino e transparente não da pra usar em alguma outra peça por baixo.",Ótima qualidade e tamanha compativel ao que diz.,Ficou ótimo na minha filha e o pano é de ótimo qualidade.,+100,39.91,0.7037037037037038,0.000991626267078008,0.0819672131147541,0.04950376862999216,734,178,1,100.0,0.004547521600727604,
478,Conjunto Infantil Roupa Social Branco/verde Tiffany Verão,,,,miguelito moda infantil,algodão,Sem gênero infantil,primavera/verão,,,,+5,135.56,,,,0.21261212100542276,515,25,7,5.0,0.0009095043201455207,0.17644383810823103
479,Cinto Elástico Corrida Porta Celular Objetos,4.3,32.0,,peça única,,Sem gênero,não definido,"Gostei muito do cinto, ficou bem firme no corpo quando pratico exercícios e cabe bem o celular. Ele também fica mais discreto do que a maioria das pochetes esportivas, o que eu acho ótimo. Recomendaria a compra, com certeza.",O cinto fica fixo na cintura e o documento cabe perfeitamente.,Ótimo para colocar o telefone durante a corrida.,+100,45.9,0.7407407407407406,0.0034156015866020272,,0.059718290644930255,601,178,1,100.0,0.0009095043201455207,
480,"Cuecas Desfralde Treinamento Diurno, Noturno Hipoalergênico.",4.4,42.0,,ecokids place,,Bebês,não definido,Maravilhoso! super indico. Tamanho excelente e o desfralde aconteceu de maneira otima!.,"Perfeito. Alta absorção, super prático.",,+500,118.89,0.777777777777778,0.004517408550022036,,0.1841853961324648,254,178,1,,0.0018190086402910413,
481,"Calça De Uniforme Para Açougue, Peixeiro, Padeiro, Pizzaiolo",,,,folha de bambu,poliéster,Sem gênero,primavera/verão,,,,+25,39.99,,,,0.04964018962518332,308,122,7,25.0,0.0009095043201455207,0.11732605729877217
482,Kit 3 Bermuda Jeans Feminina Cintura Alta Short Feminino,5.0,1.0,,stillger,algodão,Feminino,primavera/verão,Nossa amei veio cores e modelo de diferente. Ficou ideal no meu corpo pode compra sem medo.,,,+5,64.6,0.9999999999999999,0.0,,0.09160669827086389,736,25,7,5.0,0.03274215552523874,0.17644383810823103
483,Ballet Infantil 3 Itens Meia Manga Balé C/ Sapatilha Preto,4.7,66.0,,ballet lory,,Feminino,não definido,Bom produto!.,"Tecido muito bom, porém a saia ficou grande, mas pelo preço está ótimo.",Muito bom tecido e de qualidade.,+100,84.19,0.888888888888889,0.007161745262230058,,0.12501278946829916,94,178,1,100.0,0.0009095043201455207,
484,Conjunto Camiseta E Calça Segunda Pele Proteção Uv50+,4.6,7.0,11.0,snugg,,Sem gênero,não definido,Muito bom.,Produto de qualidade.,Produto muito bom ótimo custo beneficio.,+25,72.52,0.8518518518518517,0.0006610841780520054,0.09836065573770492,0.10511237679478871,724,178,1,25.0,0.00045475216007276033,
485,Faixa Peitoral Ginecomastia Pós Cirurgico Masculino Conforto,4.3,8.0,18.0,men'spa,"82% poliéster, 18% elastodieno",Masculino,não definido,"Diminuiu visivelmente o tamanho do peito, não marca nas camisetas o que é excelente, chega de constrangimentos por conta da ginecomastia, só tenho a agradecer pelo produto, eu recomendo, curtam meu comentário caso tenha ajudado em suas dúvidas.",Perfeito.,"Adorei ficou perfeito, do jeitinho que eu imaginava, amei.",+50,119.31,0.7407407407407406,0.0007712648743940062,0.21311475409836064,0.1849016063572184,507,10,1,50.0,0.0018190086402910413,0.0018190086402910413
486,Pijama Cirurgico  Scrub Roupa Privativa Hospitalar - Unissex,4.0,273.0,,toronto uniformes profissionais,poliéster,Sem gênero,não definido,"Preço justo , bem feito acabamento ok. Única sugestão é por na calça bolso cargo com zíper e incorporar a cor bege nas opções ! já comprei mais um. Muito satisfeito ! compre sem hesitar.","Tamanho bom, costuras de qualidade, porém tecido um pouco de qualidade inferior, mas vale o preço !.","Muito bom, só poderia ter os cortes na lateral da blusa para melhor conforto (mandei cortar na costureira), porém, material muito bom! comprarei mais.",+1000,69.9,0.6296296296296297,0.029969149405024244,,0.10064458920227824,781,122,1,1000.0,0.002273760800363802,0.11732605729877217
487,Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.1,331.0,10.0,celi,algodão,Sem gênero,não definido,Bom produto so uma resalva quando alguem for fazer o pedido pede um numero maior do que vc costuma usar exp. Se vc usa roupas g pede o macacao gg ou xg pra ficar com folga. No restante tudo certo.,Eu achei muito fino o tecido poderia ser mais grosso fui tirar uma abelha levei algumas ferruado.,Otimo.,+1000,166.21,0.6666666666666666,0.036359629792860296,0.0819672131147541,0.26487841478803587,177,25,1,1000.0,0.007730786721236926,0.17644383810823103
488,Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Masculina Atacado,4.5,3034.0,18.0,lupo,algodão,Masculino,outono/inverno,"As cuecas são boas; porém você percebe na costura que não são originais! já experimentei duas brancas, e o mesmo acontece com as duas, quando eu subo a cueca, ela dá um estralinho como se tivesse rasgado e quando olhei, soltou um pouco da costura de lado! tem que vestir com muito cuidado! fora isso, é uma replica muito bem feita da original! aaah. Não gostei muito do elastico de cima! é muito curtinho, queria q fosse maior. Mas resumindo: cueca bem confortavel, nao dobra e nem sobe.","Pelo preço promocional, com ctz tem algum defeito de fabricação. Pq não é normal furar a cueca na imenda na primeira vez que vc usa. Infelizmente isso aconteceu comigo e não foi só com uma cueca e sim com 3 unidades. Agora eu não sei o que é pior, perder 16 reais do valor da cueca usando ela apenas algumas horas ou ficar com a cueca furada no trabalho.","Serviram muito bem, porém é nítido que o pano não é algodão, e posso confirmar a diferença pois possuo o mesmo modelo de cuecas lupo que comprei em outra ocasião e comparando ambos os panos e costuras essa diferença fica notável.
Pelo custo beneficio e mesmo sendo um material diferente, aparenta valer a pena, porém, só o tempo (e algumas lavagens rs) irá dizer se é de qualidade.",+10mil,232.89,0.8148148148148148,0.33417805200528866,0.21311475409836064,0.37858531427986764,463,25,3,10000.0,0.04229195088676671,0.17644383810823103
489,Kit 2 Shorts Infantil Juvenil Menina Algodão + Cotton Verão,,,,lumari kids,algodão,Meninas,primavera/verão,,,,+5,32.91,,,,0.03756693155076565,462,25,7,5.0,0.0018190086402910413,0.17644383810823103
490,Calça Feminina Bengaline Com Elastano E Amarração Tornozelo,4.9,10.0,,roupa bonita,bergaline,Feminino,primavera/verão,"Calça muito bonita, confortável. Ótimo caimento no corpo. Valeu a pena a compra.",Veste muito bem!.,Muito linda.,+50,69.99,0.9629629629629631,0.000991626267078008,,0.10079806282186829,659,42,7,50.0,0.00045475216007276033,0.00045475216007276033
491,Kit 5 Touca Para Bebe Infantil Dupla Face 100% Algodão,4.7,89.0,,yasmin bebê,,Bebês,não definido,"Kit touca lindo. Veio 3 cores lisas e 2 estampadas. É dupla face. Algodão, super confortável e ajusta o tamanho conforte a idade. Meu bebê tem 7 meses e deu perfeitamente nele, acredito que para um recém nascido também ficada perfeito. É do jeito que eu queria, macia, de algodão, lindo e confortável.","Lindas! amei meu filho tem 2 meses e vai usar bastante, material muito bom.","Excelente, feita c muito capricho. Parabéns!.",+500,37.5,0.888888888888889,0.009695901278096077,,0.04539408614985847,828,178,1,,0.0018190086402910413,
492,Kit Lote 4 Conjuntos Infantil Masculino Ou Feminino Atacado,4.2,160.0,9.0,mkids,,Meninas,não definido,"Super recomendo a comprar sem medo, são lindas, ótimo tecido, a única coisa que eu acho chato mesmo é não poder escolher a cor ou a estampa. Recomendo sempre comprar 1 número a mais do seu filho se for de tamanho normal pra usar um pouco mais, sempre fiz assim porque as crianças crescem rápido. Comprarei de novo com certeza.","Os conjuntos são bons pelo preço q pedem , porém as estampas nós não podemos escolher , o material vem diverso , diferente, entre os 4 só um com tecido bom ,.",Excelente material super resistente as peças são lindas.,+1000,99.9,0.7037037037037038,0.01751873071837814,0.06557377049180327,0.15180246239896322,524,178,1,1000.0,0.001364256480218281,
493,Kit 10 Shorts Jeans Feminino Com Cintura Alta Levanta Bumbum,,,,stillger,algodão,Feminino,primavera/verão,,,,2,199.99,,,,0.32248218000750317,736,25,7,2.0,0.03274215552523874,0.17644383810823103
494,Pijama Masculino Adulto Camiseta Manga Curta E Shorts Verão,4.8,81.0,,paraíso da lingerie,poliéster,Masculino,primavera/verão,Ainda não lsvei.,Meu esposo gostou muito.,Muito bom.,+500,49.99,0.9259259259259259,0.00881445570736007,,0.06669281402407831,593,122,7,,0.0031832651205093224,0.11732605729877217
495,Kit Lote 6 Conjunto De Menina Roupa Infantil Feminino,4.5,1797.0,,amandika kids,,Meninas,não definido,"Minha filha veste 8 anos(ate algumas 10 anos). Ela so tem 6, mas e alta e forte.
Comprei de 14 anos(segui as recomendações).
E sinceramente quero ate comprar mais.
Roupa de boa qualidade, pra uso no dia a dia. Os short são de uma material tipo moleton otimosss.
As blusas algumas são muito finas outras como a azul e vermelha de otima qualidade.
Em resumo superou as minhas expectativas.
Ja comprei atacado desses site que oferece no facebook e decepcionei.
Essa roupas aqui foram otimassss.
Parabéns!!.","Eu amei, comprei o tamanho 10, minha filha tem 7 anos 1. 28cm e 23kg.","Conjuntos perfeitos, todos lindos, cores, tecido. Minha dica é comprar 2 ou 3 números maior, pois achei pequenos, minha filha tem 9 anos, pesa 40 kilos, comprei tamanho 14 e ficou exatos, vai perder rápido, mais pelo preço vale muito apena, pois o material é bom é as cores e detalhes são lindos.",+10mil,139.9,0.8148148148148148,0.1978845306302336,,0.22001295999454318,30,178,1,10000.0,0.0031832651205093224,
496,Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781,4.7,5682.0,20.0,zorba,algodão,Masculino,não definido,"O tecido é bom e são confortáveis. Só que a numeração não é precisa, visto 40 então tentei comprar a p conforme especificado no guia de tamanho. Porém, para minha sorte não tinha mais p disponível e eu comprei m. O resultado é que caiu perfeitamente. Então uma dica é comprar um tamanho maior. Antes deixar o bicho solto do quê sem ar.","Vendo comentários de outros consumidores vejo que quanto ao tamanho realmente há problemas; tenho 1. 85 e peso 88 kg, pedi o tamanho maior disponível, gg, e ficou um pouco apertado mesmo assim. Já comprei em lojas exatamente a mesma medida e dá pra notar a diferença. Mas no geral o produto é bom, só atentem para o tamanho.","Produto não é nem de longe original, tecido grosso e com pouco elastano.",+50mil,199.9,0.888888888888889,0.625936535918907,0.24590163934426232,0.3223287063879131,838,25,1,50000.0,0.009095043201455207,0.17644383810823103
497,Calça Jogger Masculina Jeans Sarja Premium Elástico Lycra,4.5,11.0,,gbgsports,sarja,Masculino,outono/inverno,"Top. Tô gostando, muito bom mesmo.","Muita sobras de fios, baixa qualidade nas costuras!.",,+100,48.9,0.8148148148148148,0.0011018069634200088,,0.06483407796459875,324,138,3,100.0,0.005911778080945885,0.015461573442473852
498,Calça Caqui - Roupa Cdp Presidiário - Detento Preso,4.5,48.0,,ajax,algodão,Masculino,primavera/verão,"Uma ótima qualidade, sem falar que são rápidos nos pedidos.","A qualidade é muito boa, a cor igual a que está no site.",Perfeito eu amei gostei muito e meu esposo também servi certinho ta de parabéns.,+1000,50.9,0.8148148148148148,0.005178492728074042,,0.06824460284437775,17,25,7,1000.0,0.0009095043201455207,0.17644383810823103
499,Kit 12 Peças De Roupa Infantil Menino Bebe Masculino Atacado,4.4,62.0,,amma kids,,Meninos,não definido,Gostei muito do tecido só achei as camisas um pouco curta e o shorts grande.,"Considerando o preço, o produto é muito bom.",Produto maravilhoso.,+100,159.9,0.777777777777778,0.006721022476862053,,0.25411820879233316,36,178,1,100.0,0.001364256480218281,
500,Bermuda Masculina Sarja Elastano Lycra Shorts Colorido,4.7,16.0,,w rios jeans,sarja,Masculino,primavera/verão,"Produto com ruim acabamento, tecido fino q chega ser transparente, costura torta e cheia de fios, colocam cardaço de tênis como cordão da bermuda, péssima compra.",Pode comprar sem medo achei perfeita.,Short muito lindo e confortável dei presente pro meu marido ele adorou. Compreo tamanho dele mesmo deu certinho.,+100,54.99,0.888888888888889,0.0016527104451300133,,0.0752191262235258,816,138,7,100.0,0.001364256480218281,0.015461573442473852
501,Meia Babado Renda Pérola Rosa E Branca Curta Bebes Instagra,,,,importado,,Bebês,não definido,,,,+5,39.97,,,,0.04960608437638553,367,178,1,5.0,0.0009095043201455207,
502,Kit Collant Regata Completo Ballet Infantil Balé 5 Peças,4.8,344.0,12.0,stelariss figurinos,,Feminino,não definido,"Comprei o tamanho 10 ficou ótimo , minha filha tem 7 anos , 22 kilos , e 1,23 de altura. Sapatilha tamanho 30 ficou ótimo , minha filha calça 28 , gostei muito do kit.","Sobre a sapatilha, recomendo comprar 3 números maiores do número atual da criança, minha filha tem 4 anos ,pesa 20 kg,comprei a numeração 6 ficou tudo pequeno,menos a saia.","Comprei tamanho 12 mas minha filha é bem grande, então ficou bem a conta mesmo. Mas o conjunto é ótimo, material muito bom.",+1000,112.56,0.9259259259259259,0.03779197884530631,0.11475409836065573,0.1733910848879643,734,178,1,1000.0,0.004547521600727604,
503,Roupas Feminina  Bermuda Maria João Com Botões  40 Ao 50,4.8,5.0,,outras,jeans,Feminino,primavera/verão,Gostei.,,,+25,118.9,0.9259259259259259,0.00044072278536800354,,0.1842024487568637,584,75,7,25.0,0.0036380172805820826,0.030013642564802184
504,Bermuda Moletom Ii Everlast Masc Preto,,,,everlast,algodão,Masculino,primavera/verão,,,,3,119.99,,,,0.18606118481634323,276,25,7,3.0,0.0009095043201455207,0.17644383810823103
505,Roupa Buzz Lightyear Toy Story Adulto Fantasia Longa C/gorro,,,,fantasias carol ef,,Masculino,não definido,,,,+5,194.65,,,,0.31337607857849326,289,178,1,5.0,0.001364256480218281,
506,Kit 10 Blusas Tshirts Blusas Feminina Roupas Atacado Revenda,4.7,59.0,8.0,blanc store,,Feminino,primavera/verão,"Ótimo,tecido muito bom.","O produto realmente é bom, mas pra pessoas altas, como e o meu caso, melhor pegar o gg se não fica um pouco agarrando nos braços.","Gostei das blusas ,as cores e estampas são bonitas e o preço muito bom.",+100,174.2,0.888888888888889,0.006390480387836051,0.04918032786885246,0.278503461682753,132,178,7,100.0,0.0009095043201455207,
507,Pijama Cirúrgico Oxford Feminino Básico Bordamos Gratis  L,4.0,87.0,,rose carcelin - vestimenta médica,oxford,Feminino,não definido,Tudo ok perfeito.,"A blusa g é enorme, mais conjunto é bonito, bordado bonito.",O tecido é um pouco quente e noa parece gabardine mas mesmo assim eu gostei.,+500,78.97,0.6296296296296297,0.009475539885412075,,0.11611131953207598,654,111,1,,0.001364256480218281,0.0031832651205093224
508,Kit 3 Bermuda Cintura Alta Elastano Roupa Feminina Plus Size,4.6,66.0,,mr jeans,jeans,Feminino,primavera/verão,"Minhas bermudas ficaram boas do jeito que eu imaginei.
Vou comprar outras.
Podem comprar sem problema.",Ameiiii o produto só que a numeração é pequena preciso trocar pelo número 54.,Um tecido inferior.,+100,149.9,0.8518518518518517,0.007161745262230058,,0.2370655843934382,540,75,7,100.0,0.008640291041382447,0.030013642564802184
509,Roupa Calça Alfaiataria Social Feminina Loba Lupo 41867-001,,,,loba lupo,96%poliamida 4%elastano,Feminino,outono-inverno,,,,+5,189.9,,,,0.3052760819890181,448,21,2,5.0,0.00045475216007276033,0.00045475216007276033
510,Roupa Body Bebê Personalizado Amo Dindo,,,11.0,baby fashion,,Bebês,primavera/verão,,,,+5,24.16,,,0.09836065573770492,0.02264588520173255,83,178,7,5.0,0.001364256480218281,
511,Biquini Infantil Maiô Menina Roupa De Praia Piscina Verão,5.0,11.0,,genérica,,Meninos,não definido,Eu gostei tecido grosso e bem costurado.,"Minha neta tem 5 anos, é alta para a idade e negra. Comprei o de 6 anos e ficou perfeito.",Excelente.,+50,39.99,0.9999999999999999,0.0011018069634200088,,0.04964018962518332,327,178,1,50.0,0.009549795361527967,
512,Short Masculino M 3s 3 Listras adidas Novo,,,34.0,adidas,poliéster,Masculino,outono/inverno,,,,+50,149.99,,,0.47540983606557385,0.23721905801302826,13,122,3,50.0,0.010914051841746248,0.11732605729877217
513,Cinto De Lycra Running Belt Skyhill,4.9,12.0,,skyhill,,Sem gênero,não definido,"Comprei o tamanho m. Tenho 1,58m e peso 61kg. Quando estava um pouco mais ativa fisicamente e pesava 59, o cinto ficava certinho o celular cabia confortavelmente. Agora que engordei, ele fica apertado, por isso recomendo que compre o g se suas medidas forem parecidas com as minhas, pq assim você tem um espaço de conforto pra continuar usando mesmo que engorde.
O produto é elástico e como são em duas camadas, o celular não cai. Ele tem espaço pra guardar objetos na circunferência inteira, suficiente pra colocar celular e cartões. Recomendo o produto. Só tomar cuidado com o tamanho.","O tamanho m cabe um iphone 13 pro max com capinha. Ó material é ótimo, mas não é impermeável como vi em algum comentário sobre o produto.",Qualidade excelente. Vale cada centavo!.,+100,123.95,0.9629629629629631,0.0012119876597620099,,0.19281402407830567,720,178,1,100.0,0.00045475216007276033,
514,Kit 2 Calça Jeans Lycra Masculina Tamanho Especial Plus Size,4.1,11.0,24.0,galanteador,algodão,Masculino,primavera/verão,Bom.,"Poxa o tamanho ficou perfeito, só a cor que eu escolhi jeans clara veio jeans normal.",Gostei tamanho bom confortável vo compra mas.,+50,259.52,0.6666666666666666,0.0011018069634200088,0.3114754098360656,0.423996453054125,320,25,7,50.0,0.002728512960436562,0.17644383810823103
515,Short Tactel Masculino Bolso Traseiro Blocos Com Forro Tela,5.0,1.0,,parolli,poliéster,Masculino,primavera/verão,"Tudo ótimo, apenas a etiqueta incomoda. Nada que não se possa resolver.",,,+5,45.13,0.9999999999999999,0.0,,0.05840523856621535,596,122,7,5.0,0.0031832651205093224,0.11732605729877217
516,Kit 5 Tocas Mais 5 Luvas Para Bebe Infantil Recém Nascido.,5.0,5.0,,yasmin bebê,,Bebês,não definido,Perfeita!.,"Ameiii!! achei perfeito, o tamanho é recém nascido, por tanto pequeno, mais fiz o teste e é só alargar com as mãos que ele dá de si, não é um material duro, e bem macio!! pedi uma azul claro, uma azul marinho e 3 estampadas, vieram muito lindas, vou comprar no tamanho maior também porque gostei muito!! aprovadíssimo.",Satisfeita com a minha compra. Recomendo.,+50,53.9,0.9999999999999999,0.00044072278536800354,,0.07336039016404625,828,178,1,50.0,0.0018190086402910413,
517,"1000 Lacre Autenticidade, Pendura Tag, Corda Para Tag Roupas",4.6,10.0,,ut,,Sem gênero,não definido,"Ótima qualidade, super recomendo!.","Colocam opções de cores, mais enviam a cor que querem sem ao menos consultar o cliente.","Serve ao propósito com perfeição. Compraria novamente,.",+500,47.94,0.8518518518518517,0.000991626267078008,,0.06319702602230483,794,178,1,,0.0009095043201455207,
518,Kit Agrotoxico Agricola Pulverização Defensivo Herbicida Top,4.3,3.0,6.0,globo,,Sem gênero,não definido,Eu gostou.,,,+50,78.16,0.7407407407407406,0.0002203613926840018,0.01639344262295081,0.11473005695576549,334,178,1,50.0,0.0009095043201455207,
519,Kit 5 Bermudas Tactel Mauricinho Short Juvenil Estampado,,,,rebel cat,microfibra,Meninos,primavera/verão,,,,+25,78.97,,,,0.11611131953207598,647,101,7,25.0,0.008640291041382447,0.030013642564802184
520,3 Calças Moletom Flanelado Infantil Juvenil Inverno Unissex,,,,kyly,algodão,Sem gênero infantil,outono/inverno,,,,+5,157.16,,,,0.24944578970703593,418,25,3,5.0,0.00045475216007276033,0.17644383810823103
521,Kit Bolsas De Viagem Organizador Prático De Mala Roupa 7 Pçs,4.3,26.0,,hwj,,Sem gênero,não definido,"Muito bom o kit, o material parece resistente.
O tamanho das bolsas é perfeito, a grande me surpreendeu com o tamanho. Amei a qualidade do material, acredito que por ser a prova d'água é mais reforçado.",Excelente produto!.,"Atendeu bem minhas expectativas. Ótimo custo benefício. Mala organizada, prática e com tudo no seu devido lugar. Recomendo.",+100,51.9,0.7407407407407406,0.002754517408550022,,0.06994986528426725,359,178,1,100.0,0.0009095043201455207,
522,Kit Desfralde Cueca Boxer  03 Peças,3.8,19.0,,vida,,Bebês,não definido,"Ótimo custo benefício, só não fiquei com o produto porque ficou grande, meus sobrinhos são magrinhos para a idade.","Muito bom para uma quantidade de xixi pequena a média, mas atende muito bem ao propósito. Recomendo.",Vieram 6 cuecas pretas sem uma estampa sequer. Nada a ver com o anunciado. Decepcionada!.,+100,59.9,0.5555555555555555,0.001983252534156016,,0.08359196480338324,800,178,1,100.0,0.00045475216007276033,
523,Bermuda Cinta Modeladora Feminina Slim Afina Cintura Lupo,5.0,1.0,,lupo,poliamida-nylon,Feminino,primavera/verão,Muito boa qualidade 👏👏👏👏👏.,,,+5,109.9,0.9999999999999999,0.0,,0.1688550867978582,463,117,7,5.0,0.04229195088676671,0.0009095043201455207
524,Ponteira Para Sapatilha De Silicone De Ponta Ballet Protetor,4.6,14.0,,brondy,,Sem gênero,não definido,Minha filha amou.,Ficou ótima. O tamanho ficou perfeito.,Produto maravilhoso.,+100,33.9,0.8518518518518517,0.0014323490524460116,,0.03925514136625627,148,178,1,100.0,0.00045475216007276033,
525,Calça Jeans Masculina Rasgada Premium Skinny Lycra Destroyed,4.6,12.0,,dustin club,jeans com lycra,Masculino,outono/inverno,Eu amei o produto meu marido támbem voltarei a compra novamente o produto e de ótima qualidade podem compra sem medo meu marido usa 40 comprei 42 e ficou perfeita.,"Bonito, de boa qualidade, sem contar que vem muito cheiroso. 5??.",,+100,109.9,0.8518518518518517,0.0012119876597620099,,0.1688550867978582,248,79,3,100.0,0.0009095043201455207,0.0018190086402910413
526,Kit 6 Peças De Roupa Infantil Menino Masculino Verão Atacado,4.2,253.0,10.0,jota kids,,Meninos,não definido,"Olha eu particularmente gostei, fiquei com medo do material ser ruim, mais gostei 💯.",Não veio as peças tudo faltou três peças.,"Bom dia.
Eu gostei muito do modelo e do pano tbm.
Mais a única coisa que eu não gostei que não veio etiqueta nas camisetas.",+1000,99.91,0.7037037037037038,0.027765535478184226,0.0819672131147541,0.1518195150233621,393,178,1,1000.0,0.001364256480218281,
527,Kit 10 Short Jeans Feminino Com Cintura Alta Atacado Revenda,,,,stillger,algodão,Feminino,primavera/verão,,,,+5,199.99,,,,0.32248218000750317,736,25,7,5.0,0.03274215552523874,0.17644383810823103
528,Roupa Power Rangers Adulto Cosplay Super Herói,4.8,5.0,,cuifuli,,Sem gênero,não definido,A pessoa não pode ser tão grande kkkk.,Agora artista kkkk.,,+50,179.9,0.9259259259259259,0.00044072278536800354,,0.28822345759012313,210,178,1,50.0,0.002273760800363802,
529,Body Bebê Estampado + Short  Kit C/12 Pçs Roupa Bebê Atacado,5.0,16.0,8.0,sorriso baby moda infantil,,Bebês,não definido,"Adorei!!.
As estampas são bonitas. Os shortinho uma graça!.
Já comprei mais!!.",Roupas para bb de ótima qualidade recomendo a todos.,Roupinhas maravilhosas.,+100,147.68,0.9999999999999999,0.0016527104451300133,0.04918032786885246,0.23327990177688349,727,178,1,100.0,0.00045475216007276033,
530,Roupa Feminina Calça Pantacourt Piquet Plus Size Cós Alto,4.5,64.0,,explosão total,piquet colmeia,Feminino,outono/inverno,Muito bonito e confortavel ficou muito chique eu amei eu super recomendo.,Adorei a calca. Recomendo com certeza.,Adorei. Veste muito bem.,+500,69.9,0.8148148148148148,0.006941383869546056,,0.10064458920227824,279,114,3,,0.004547521600727604,0.001364256480218281
531,Short Jeans Plus Size Feminino Cintura Alta Barra Dobrada,,,11.0,stillger,algodão,Feminino,primavera/verão,,,,+5,64.84,,,0.09836065573770492,0.09201596125643738,736,25,7,5.0,0.03274215552523874,0.17644383810823103
532,Roupa Infantil Kit 3 Blusinhas Menina Manga Curta  Modinha,,,,gaboo kids,,Meninas,primavera/verão,,,,2,159.9,,,,0.25411820879233316,319,178,7,2.0,0.00045475216007276033,
533,Conjunto Roupa Para Pulverização De Agro Proteção Kit Comple,4.5,83.0,,lrio preto,,Sem gênero,não definido,Muito bom.,,Top.,+500,,0.8148148148148148,0.009034817100044073,,,457,178,1,,0.00045475216007276033,
